epoch,train_loss,train_miou,val_loss,val_miou
1,1.1926774230988129,0.44299988136364493,1.2602754406657393,0.46817235628771403
2,0.9814968744049901,0.5275835138176665,0.9217100224335079,0.5461746787074547
3,0.8416701596716176,0.5841474122321179,0.8278361357470305,0.5883810299615532
4,0.760999108656593,0.6180026413615181,0.7273620698782753,0.636141528624855
5,0.7097633113679679,0.6379701971805362,0.6530208021654164,0.6655176970072535
6,0.6780858946235283,0.6517332105789652,1.306277155616232,0.4842027826396411
7,0.6545283465281777,0.6621093631176745,0.6786754932868835,0.6612186496880819
8,0.6128849020470744,0.6782981680276396,0.5704149830143145,0.701029172416939
9,0.6006810318516649,0.6844216302697096,0.5429293039092643,0.7136974931197928
10,0.5754618974483532,0.6942246083025694,0.5562031166239635,0.7105882628006631
11,0.5543645387758379,0.7033792162845546,0.5367428695320531,0.7200286622047666
12,0.5362589079400767,0.7107665354302889,0.5187315475505325,0.7197286720725352
13,0.5233079822814983,0.7161038257118125,0.5195213794935689,0.7218795060008639
14,0.5106529268233673,0.7221747769365106,0.5116461731004078,0.727542868950093
15,0.4925192157211511,0.7291710749595173,0.5438118109946096,0.7122978742011443
16,0.48336728046769684,0.7334351475573982,0.5206638470304276,0.7237327776665524
17,0.47027960490921267,0.738690227921042,0.5272228569807685,0.7233188660636777
18,0.4647598071590714,0.7410990505834785,0.5242761859259576,0.728023001096207
19,0.45051902273426886,0.7473682626035741,0.5182418686130386,0.7324294899678355
20,0.4383553759559341,0.7521803078013735,0.5423105459636939,0.7175830994208828
21,0.4339674174785614,0.7538003327339463,0.4866818047635527,0.739106793610237
22,0.4270305943229924,0.7568565059261828,0.5217859299574733,0.7232353031395977
23,0.40250800012246424,0.7670959499529469,0.49768114773900285,0.7338759564570799
24,0.4134298686100089,0.7631305957569395,0.4810933357576285,0.7429570030057114
25,0.39032584396393405,0.7720768964982847,0.5204699876101149,0.7276082986619975
26,0.3940735533833504,0.7701326312880244,0.48588195445590204,0.741632121616437
27,0.3765734170442042,0.77742576135911,0.4792332258364848,0.7442550668715908
28,0.37557342253301457,0.7784354112167639,0.4866606687518224,0.7427875852139015
29,0.36926668341393054,0.7804225752245543,0.5237763707629339,0.726482916975197
30,0.36429175899728483,0.7830305717267964,0.4941515581228974,0.7426818851111037
31,0.35742493401403014,0.7863912904070536,0.4712723825633542,0.7505204789352424
32,0.3574640980233317,0.7860105078123681,0.4728560746284687,0.7486295079048529
33,0.34910273989257606,0.7895833140867374,0.4953426371383615,0.7398163759192312
34,0.3436638733938984,0.7916307991186917,0.5523467705275129,0.7241416406696031
35,0.3418092176966045,0.79287527295067,0.5032880351893679,0.7345578520571813
36,0.3412143235945183,0.7930770301374426,0.45896006389156807,0.7578445022403812
37,0.33464320532005765,0.7960753212386829,0.46909172811440597,0.7494268319340761
38,0.32620274460186127,0.7995604724391087,0.5189982962952742,0.7315913598065817
39,0.3349478883263857,0.7962650455182169,0.4958136121496968,0.7467277220269577
40,0.3287396702753461,0.7989267453234618,0.4888185397842399,0.7430080856544382
41,0.3183052479572918,0.8031555883842648,0.5343703297315875,0.734439274789754
42,0.32353429288967794,0.8012046902409621,0.5071559172132809,0.7390486454636577
43,0.3224947328476802,0.8017113746253365,0.47272630675542776,0.7516777624318656
44,0.31566851177941196,0.8047020520411624,0.48822748323135395,0.7460136667603602
45,0.3064050757366678,0.8087901784989437,0.5255488600448874,0.7335467986519255
46,0.31335706066178237,0.8058449268194883,0.48091449965635286,0.7542343244860469
47,0.3099744563193425,0.8073723975166311,0.5359803757247759,0.7312684281106762
48,0.31225621026495226,0.8063821940176942,0.48574670450698454,0.7477808484271605
49,0.3108900712883991,0.8068207935502906,0.5591934760314108,0.7228455428995587
50,0.31034751281790113,0.8069818579298363,0.48386135425253113,0.7515498578287584
